"","ctl-treatA_Left","ctl-treatA_Right","ctl-treatA_Middle","ctl-treatA_Sides","ctl-treatA_MaxVal","ctl-treatA_MaxTime","ctl-treatB_Left","ctl-treatB_Right","ctl-treatB_Middle","ctl-treatB_Sides","ctl-treatB_MaxVal","ctl-treatB_MaxTime","treatA-treatB_Left","treatA-treatB_Right","treatA-treatB_Middle","treatA-treatB_Sides","treatA-treatB_MaxVal","treatA-treatB_MaxTime"
"PF3D7_1473500",0.249074639642277,0.291729670085224,0.619853453284295,-0.0790491435567942,0.619853453284295,"Mid",0.138028383870944,-0.0462908507273993,0.193040086915951,-0.101302553772406,0.193040086915951,"Mid",-0.111046255771333,-0.338020520812623,-0.426813366368344,-0.0222534102156119,-0.426813366368344,"Mid"
"PF3D7_1473600",-0.122290610733287,0.0845950354659644,0.204254036847719,-0.24194961211504,-0.24194961211504,"Sides",0.188271932610641,0.333974300465316,0.511291358704749,0.0109548743712094,0.511291358704749,"Mid",0.310562543343928,0.249379264999352,0.307037321857031,0.252904486486249,0.310562543343928,"Left"
"PF3D7_1473700",-1.34774301448951,-1.1145688553709,-1.28705937858325,-1.17525249127716,-1.34774301448951,"Left",-1.25959122754882,-1.45387418186788,-1.68158104876553,-1.03188436065117,-1.68158104876553,"Mid",0.0881517869406929,-0.339305326496977,-0.394521670182281,0.143368130625998,-0.394521670182281,"Mid"
"PF3D7_1473900",0.000468671106819536,0.177469766980053,0.32434524897852,-0.146406810891646,0.32434524897852,"Mid",-0.283647503548387,-0.186635281904778,-0.217472286590857,-0.252810498862309,-0.283647503548387,"Left",-0.284116174655207,-0.364105048884831,-0.541817535569377,-0.106403687970662,-0.541817535569377,"Mid"
"PF3D7_1474000",-0.461191185674667,0.248936287084522,-0.0314273888194167,-0.180827509770729,-0.461191185674667,"Left",-0.285492855392808,-0.311513287386059,-0.547076734147656,-0.0499294086312107,-0.547076734147656,"Mid",0.175698330281859,-0.56044957447058,-0.515649345328239,0.130898101139518,-0.56044957447058,"Right"
"PF3D7_1474100",0.208989869538329,-0.564350596858998,-0.442399380009591,0.0870386526889204,-0.564350596858998,"Right",0.387589619668036,0.466117511757245,0.501271405881375,0.352435725543906,0.501271405881375,"Mid",0.178599750129708,1.03046810861624,0.943670785890966,0.265397072854985,1.03046810861624,"Right"
"PF3D7_1474200",-0.0780952539926063,0.117986600017986,0.0513328748355124,-0.0114415288101332,0.117986600017986,"Right",-0.142834444744233,-0.252779705317218,-0.299915696619814,-0.0956984534416369,-0.299915696619814,"Mid",-0.0647391907516265,-0.370766305335203,-0.351248571455326,-0.0842569246315037,-0.370766305335203,"Right"
"PF3D7_1474300",0.538078164803213,0.398379317465155,0.607568999120777,0.328888483147591,0.607568999120777,"Mid",0.0574227264315563,0.250711240894018,0.0906747614401085,0.217459205885466,0.250711240894018,"Right",-0.480655438371657,-0.147668076571137,-0.516894237680668,-0.111429277262125,-0.516894237680668,"Mid"
"PF3D7_1474400",0.126420718391975,0.00519567794688432,-0.0145591140149872,0.146175510353846,0.146175510353846,"Sides",-0.0354314058903081,-0.122516153825808,-0.0841044685815511,-0.073843091134565,-0.122516153825808,"Right",-0.161852124282283,-0.127711831772692,-0.0695453545665639,-0.220018601488412,-0.220018601488412,"Sides"
"PF3D7_1474500",0.15196394525101,0.373361691566942,0.502714485742413,0.0226111510755395,0.502714485742413,"Mid",0.0110032052930973,0.281601356194152,0.221096505471249,0.0715080560160003,0.281601356194152,"Right",-0.140960739957913,-0.0917603353727898,-0.281617980271163,0.0488969049404608,-0.281617980271163,"Mid"
"PF3D7_1474600",0.133740056806611,0.129193296422469,0.139661234004361,0.12327211922472,0.139661234004361,"Mid",-0.0984632654698534,0.0998465792962202,0.125998648654668,-0.124615334828302,0.125998648654668,"Mid",-0.232203322276465,-0.029346717126249,-0.0136625853496927,-0.247887454053021,-0.247887454053021,"Sides"
"PF3D7_1474700",-0.0466808001603752,0.165546156856981,0.365646064961545,-0.24678070826494,0.365646064961545,"Mid",-0.13809344255295,-0.355728733766661,-0.119179913216902,-0.374642263102709,-0.374642263102709,"Sides",-0.0914126423925747,-0.521274890623642,-0.484825978178447,-0.12786155483777,-0.521274890623642,"Right"
"PF3D7_1474800",-0.033038554808557,-0.0231281527119243,0.0814340689575044,-0.137600776477986,-0.137600776477986,"Sides",-0.159887505006906,0.218266880574272,0.200293035661821,-0.141913660094456,0.218266880574272,"Right",-0.126848950198349,0.241395033286196,0.118858966704317,-0.00431288361646957,0.241395033286196,"Right"
"PF3D7_1474900",-0.387857063437831,-0.173599792426486,-0.167988832617382,-0.393468023246936,-0.393468023246936,"Sides",0.151054295058758,0.106118117811582,0.283778337466728,-0.0266059245963884,0.283778337466728,"Mid",0.538911358496589,0.279717910238068,0.45176717008411,0.366862098650548,0.538911358496589,"Left"
"PF3D7_1475000",0.20690056278174,0.197347563829377,0.396049522651066,0.00819860396005134,0.396049522651066,"Mid",0.321706416065987,0.238870749187316,0.436363660213384,0.124213505039919,0.436363660213384,"Mid",0.114805853284247,0.041523185357939,0.0403141375623175,0.116014901079868,0.116014901079868,"Sides"
"PF3D7_1475100",0.360774359965363,0.385109754109536,0.664082034123765,0.0818020799511347,0.664082034123765,"Mid",0.209271650454045,0.204987585784283,0.360360425699112,0.0538988105392157,0.360360425699112,"Mid",-0.151502709511318,-0.180122168325253,-0.303721608424653,-0.0279032694119189,-0.303721608424653,"Mid"
"PF3D7_1475200",0.192785413891063,0.135856480038843,0.360026390762882,-0.031384496832976,0.360026390762882,"Mid",0.39404796512358,0.0464822402835172,0.363831289146202,0.076698916260895,0.39404796512358,"Left",0.201262551232517,-0.0893742397553259,0.00380489838331937,0.108083413093871,0.201262551232517,"Left"
"PF3D7_1475300",0.145490211902187,-0.785935024453439,-0.683043046784184,0.0425982342329315,-0.785935024453439,"Right",0.239606518172275,-0.128785203833779,0.0676470835371305,0.0431742308013658,0.239606518172275,"Left",0.0941163062700877,0.657149820619661,0.750690130321314,0.000575996568434361,0.750690130321314,"Mid"
"PF3D7_1475400",-0.0621020042025237,-0.15349416030409,-0.243434766877693,0.0278386023710799,-0.243434766877693,"Mid",-0.051250815555647,0.228577986205819,-0.00224687246153361,0.179574043111706,0.228577986205819,"Right",0.0108511886468766,0.382072146509908,0.24118789441616,0.151735440740626,0.382072146509908,"Right"
"PF3D7_1475500",0.69239547170568,0.428482003430276,0.487026240958326,0.633851234177631,0.69239547170568,"Left",-0.301715684299198,0.406482536574092,-0.108019846338268,0.212786698613162,0.406482536574092,"Right",-0.994111156004878,-0.0219994668561847,-0.595046087296594,-0.421064535564469,-0.994111156004878,"Left"
"PF3D7_1475600",0.106159162271381,0.322946869167461,0.430814237490638,-0.00170820605179583,0.430814237490638,"Mid",-0.0696817241306231,-0.129851530700938,-0.0334873098097237,-0.166045945021837,-0.166045945021837,"Sides",-0.175840886402004,-0.452798399868399,-0.464301547300361,-0.164337738970041,-0.464301547300361,"Mid"
"PF3D7_1475700",0.398278966459123,0.717007955460329,0.895174094046637,0.220112827872815,0.895174094046637,"Mid",0.192887620245859,-0.171847547608321,0.23137232453663,-0.210332251899092,0.23137232453663,"Mid",-0.205391346213264,-0.888855503068649,-0.663801769510007,-0.430445079771906,-0.888855503068649,"Right"
"PF3D7_1475800",-0.236889027207179,-0.0983446838373874,-0.306808662973041,-0.0284250480715255,-0.306808662973041,"Mid",-0.213763797371354,-0.0864431196132999,-0.131866927182782,-0.168339989801872,-0.213763797371354,"Left",0.0231252298358247,0.0119015642240875,0.174941735790259,-0.139914941730347,0.174941735790259,"Mid"
"PF3D7_1475900",1.04151851203777,0.2582931796656,0.514979893023961,0.784831798679409,1.04151851203777,"Left",-0.163993919239859,0.197920569478608,-0.18721810595857,0.221144756197319,0.221144756197319,"Sides",-1.20551243127763,-0.0603726101869921,-0.702197998982531,-0.563687042482091,-1.20551243127763,"Left"
"PF3D7_1476000",0.44331424721458,0.159400263227677,0.232547331445427,0.37016717899683,0.44331424721458,"Left",-0.0578617475679402,0.216218038811961,0.185757117455846,-0.027400826211825,0.216218038811961,"Right",-0.50117599478252,0.0568177755842838,-0.0467902139895814,-0.397568005208655,-0.50117599478252,"Left"
"PF3D7_1476100",-0.12645567007795,-0.261313163862835,-0.619878969921435,0.232110135980651,-0.619878969921435,"Mid",-0.179042509475434,0.0841388567195174,-0.0973369095769175,0.0024332568210011,-0.179042509475434,"Left",-0.0525868393974843,0.345452020582352,0.522542060344517,-0.229676879159649,0.522542060344517,"Mid"
"PF3D7_1476200",-0.0629660553313267,0.692583087741349,0.725494994431316,-0.0958779620212929,0.725494994431316,"Mid",-0.311220392143231,0.305625825660552,0.210286515699131,-0.21588108218181,-0.311220392143231,"Left",-0.248254336811905,-0.386957262080797,-0.515208478732184,-0.120003120160517,-0.515208478732184,"Mid"
"PF3D7_1476300",-0.678652593575637,-0.60142321035211,-0.664310232960268,-0.615765570967479,-0.678652593575637,"Left",0.733451790278735,-0.235848525569435,0.302711673618913,0.194891591090387,0.733451790278735,"Left",1.41210438385437,0.365574684782675,0.967021906579181,0.810657162057865,1.41210438385437,"Left"
"PF3D7_1476400",0.149924951880605,-0.06078238131007,0.109517874279953,-0.0203753037094179,0.149924951880605,"Left",-0.126893487363689,0.271836402027793,0.287797802061949,-0.142854887397844,0.287797802061949,"Mid",-0.276818439244294,0.332618783337863,0.178279927781996,-0.122479583688426,0.332618783337863,"Right"
"PF3D7_1476500",-0.272323914493254,0.109873723074893,-0.0512953508581458,-0.111154840560215,-0.272323914493254,"Left",-0.266632781682115,0.38985812312206,0.00736787062014168,0.115857470819804,0.38985812312206,"Right",0.00569113281113901,0.279984400047167,0.0586632214782875,0.227012311380018,0.279984400047167,"Right"
"PF3D7_1476600",-0.0797923425337921,-0.0960850164586001,0.0836532508351185,-0.25953060982751,-0.25953060982751,"Sides",-0.0895440377525328,-0.235085986157249,-0.179835270591295,-0.144794753318487,-0.235085986157249,"Right",-0.0097516952187407,-0.139000969698649,-0.263488521426414,0.114735856509023,-0.263488521426414,"Mid"
"PF3D7_1476700",-0.329421008526433,0.251602037990965,0.267569828914517,-0.345388799449985,-0.345388799449985,"Sides",-0.120353252585264,0.187544771891647,0.206910189974845,-0.139718670668463,0.206910189974845,"Mid",0.20906775594117,-0.064057266099318,-0.0606596389396719,0.205670128781522,0.20906775594117,"Left"
"PF3D7_1476800",-0.0404512782018643,-0.274777510774766,-0.119866000948359,-0.195362788028271,-0.274777510774766,"Right",-0.28092785352365,-0.0841193443189891,-0.0115915038846177,-0.353455693958021,-0.353455693958021,"Sides",-0.240476575321785,0.190658166455776,0.108274497063741,-0.15809290592975,-0.240476575321785,"Left"
"PF3D7_1476900",0.116264653215252,-0.320534131105491,-0.00538258325473679,-0.198886894635502,-0.320534131105491,"Right",0.110731211570152,0.0430684418658372,-0.125664968172676,0.279464621608666,0.279464621608666,"Sides",-0.00553344164509958,0.363602572971328,-0.12028238491794,0.478351516244167,0.478351516244167,"Sides"
"PF3D7_1477000",0.399639426460511,0.676737690655738,0.841094413159899,0.23528270395635,0.841094413159899,"Mid",0.000553864513528529,-0.118732722905337,-0.0451254635746321,-0.0730533948171763,-0.118732722905337,"Right",-0.399085561946983,-0.795470413561075,-0.886219876734531,-0.308336098773526,-0.886219876734531,"Mid"
"PF3D7_1477100",0.730361512946622,0.67842365561476,0.967809111730656,0.440976056830725,0.967809111730656,"Mid",0.296138857893149,0.204795718646696,0.793337567724748,-0.292402991184905,0.793337567724748,"Mid",-0.434222655053473,-0.473627936968064,-0.174471544005908,-0.73337904801563,-0.73337904801563,"Sides"
"PF3D7_1477200",0.405738372852252,-0.196607845382657,-0.475474587148345,0.68460511461794,0.68460511461794,"Sides",0.00704440103217235,0.572416535922307,0.153854273562906,0.425606663391574,0.572416535922307,"Right",-0.39869397182008,0.769024381304964,0.629328860711251,-0.258998451226367,0.769024381304964,"Right"
"PF3D7_1477300",-0.160986645354665,-0.106462355518116,-0.103954171033333,-0.163494829839447,-0.163494829839447,"Sides",-0.180075151100882,-0.185003150059976,-0.140957202454395,-0.224121098706463,-0.224121098706463,"Sides",-0.0190885057462173,-0.0785407945418605,-0.0370030314210619,-0.0606262688670159,-0.0785407945418605,"Right"
"PF3D7_1477400",0.189562231974834,-0.647896627572163,-0.698236892136193,0.239902496538864,-0.698236892136193,"Mid",0.153775413372436,-0.106267878645756,0.0446332482270655,0.00287428649961519,0.153775413372436,"Left",-0.0357868186023977,0.541628748926407,0.742870140363258,-0.237028210039248,0.742870140363258,"Mid"
"PF3D7_1477500",-0.160633048731039,0.15335604054463,0.235737090892254,-0.243014099078664,-0.243014099078664,"Sides",-0.352665668355541,0.0294059249788704,-0.042249391103636,-0.281010352273035,-0.352665668355541,"Left",-0.192032619624502,-0.123950115565759,-0.27798648199589,-0.0379962531943705,-0.27798648199589,"Mid"
"PF3D7_1477600",-0.846998727672823,-0.659928399642898,-1.09159343038471,-0.41533369693101,-1.09159343038471,"Mid",-0.733202801277726,-0.759736027825373,-0.79823290842334,-0.694705920679759,-0.79823290842334,"Mid",0.113795926395097,-0.0998076281824745,0.293360521961371,-0.279372223748749,0.293360521961371,"Mid"
"PF3D7_1477700",0.206748993037774,0.302603015326739,0.427498797358554,0.0818532110059592,0.427498797358554,"Mid",-0.226339159258385,-0.0958313780130552,-0.0573207503208611,-0.264849786950579,-0.264849786950579,"Sides",-0.433088152296159,-0.398434393339794,-0.484819547679415,-0.346702997956538,-0.484819547679415,"Mid"
"PF3D7_1477800",0.355869380285256,-0.538162864430937,-0.520116656500896,0.337823172355216,-0.538162864430937,"Right",0.845204685547556,0.0972090293274026,0.644070539369745,0.298343175505215,0.845204685547556,"Left",0.4893353052623,0.635371893758339,1.16418719587064,-0.0394799968500016,1.16418719587064,"Mid"
"PF3D7_1477900",-0.169247590446342,-0.145238327016375,-0.337064475222857,0.0225785577601406,-0.337064475222857,"Mid",-0.188375343171327,-0.0422170296742,-0.0736179134590793,-0.156974459386447,-0.188375343171327,"Left",-0.019127752724985,0.103021297342175,0.263446561763778,-0.179553017146588,0.263446561763778,"Mid"
"PF3D7_1478000",0.977748168476026,0.739109300757192,0.964899084217873,0.751958385015345,0.977748168476026,"Left",0.992421297539979,0.539453031702101,1.11636193045204,0.415512398790037,1.11636193045204,"Mid",0.0146731290639535,-0.199656269055091,0.151462846234169,-0.336445986225308,-0.336445986225308,"Sides"
"PF3D7_1478100",1.33325253334713,0.407562549604408,1.16397088383447,0.576844199117066,1.33325253334713,"Left",1.42637763317537,1.06737915325427,1.48947870387355,1.0042780825561,1.48947870387355,"Mid",0.0931250998282424,0.659816603649862,0.325507820039076,0.427433883439029,0.659816603649862,"Right"
"PF3D7_1478200",-0.156686424332762,-0.135018387915899,-0.35311277873775,0.0614079664890895,-0.35311277873775,"Mid",-0.194726862839292,0.946048890562294,0.081225445262567,0.670096582460437,0.946048890562294,"Right",-0.0380404385065298,1.08106727847819,0.434338224000317,0.608688615971347,1.08106727847819,"Right"
"PF3D7_1478300",-0.265867116301946,-0.58911177361121,-0.908502084716485,0.0535231948033292,-0.908502084716485,"Mid",-0.168605443871914,0.0228525379025542,-0.101341210773177,-0.0444116951961835,-0.168605443871914,"Left",0.0972616724300316,0.611964311513764,0.807160873943308,-0.0979348899995127,0.807160873943308,"Mid"
"PF3D7_1478400",-0.1087399919772,0.0969450434115958,-0.0133378377074344,0.00154288914182955,-0.1087399919772,"Left",0.0333788260292716,0.839379632196165,0.551589700993115,0.321168757232322,0.839379632196165,"Right",0.142118818006472,0.742434588784569,0.564927538700549,0.319625868090492,0.742434588784569,"Right"
"PF3D7_1478500",0.176534647238975,-0.6246420734314,-1.00979208510266,0.561684658910231,-1.00979208510266,"Mid",0.0507012251646329,0.369739518146855,-0.170175678568831,0.59061642188032,0.59061642188032,"Sides",-0.125833422074342,0.994381591578255,0.839616406533824,0.0289317629700888,0.994381591578255,"Right"
"PF3D7_1478600",-0.55842168637459,-0.0667453188228068,-0.164448739733693,-0.460718265463703,-0.55842168637459,"Left",-0.564953691023933,-0.683079276042104,-0.816088107261724,-0.431944859804312,-0.816088107261724,"Mid",-0.00653200464934284,-0.616333957219297,-0.651639367528031,0.0287734056593911,-0.651639367528031,"Mid"
"PF3D7_1478700",0.452836198950292,0.941976380188274,0.964820116483473,0.429992462655093,0.964820116483473,"Mid",0.366351909456937,0.829486105747958,0.920322634417889,0.275515380787006,0.920322634417889,"Mid",-0.0864842894933556,-0.112490274440316,-0.0444974820655844,-0.154477081868087,-0.154477081868087,"Sides"
"PF3D7_1478800",-0.189853296366452,-0.815164979891935,-0.398753610818694,-0.606264665439694,-0.815164979891935,"Right",-0.344176907196132,-0.574630921565831,-0.20336722975537,-0.71544059900659,-0.71544059900659,"Sides",-0.154323610829681,0.240534058326104,0.195386381063324,-0.109175933566896,0.240534058326104,"Right"
"PF3D7_1478900",-1.80608950808956,-1.68698312423883,-1.89901093897618,-1.59406169335221,-1.89901093897618,"Mid",-1.66028161729159,-1.57522656425366,-1.5906569547945,-1.64485122675074,-1.66028161729159,"Left",0.145807890797973,0.111756559985175,0.308353984181678,-0.0507895333985317,0.308353984181678,"Mid"
"PF3D7_1479000",-0.0764416224650114,-0.462761313345791,-0.723392933320355,0.184189997509553,-0.723392933320355,"Mid",0.0816352929011239,0.189398989865421,0.077465768703147,0.193568514063399,0.193568514063399,"Sides",0.158076915366135,0.652160303211212,0.800858702023502,0.00937851655384531,0.800858702023502,"Mid"
"PF3D7_1479200",0.833808254262055,0.542188513309213,0.693450421345402,0.682546346225867,0.833808254262055,"Left",0.452392633705624,0.711249983817756,0.637922052600267,0.525720564923112,0.711249983817756,"Right",-0.381415620556431,0.169061470508542,-0.0555283687451353,-0.156825781302755,-0.381415620556431,"Left"
"PF3D7_1479400",0.0260083810224682,0.162668356359542,-0.146572489769657,0.335249227151668,0.335249227151668,"Sides",0.380596155881755,0.501881906095782,-0.0232688514101916,0.905746913387728,0.905746913387728,"Sides",0.354587774859286,0.339213549736239,0.123303638359466,0.57049768623606,0.57049768623606,"Sides"
"PF3D7_1479500",0.0733804343889615,-0.378799490271684,-0.666893700988122,0.3614746451054,-0.666893700988122,"Mid",-0.293819379635913,0.121840598454296,-0.212167109972879,0.0401883287912633,-0.293819379635913,"Left",-0.367199814024875,0.50064008872598,0.454726591015243,-0.321286316314136,0.50064008872598,"Right"
"PF3D7_1479600",0.298622236825491,0.124044367329725,0.2874267606868,0.135239843468415,0.298622236825491,"Left",-0.333281294851982,-0.283866371458363,-0.333132868896168,-0.284014797414177,-0.333281294851982,"Left",-0.631903531677472,-0.407910738788087,-0.620559629582968,-0.419254640882592,-0.631903531677472,"Left"
"PF3D7_1479700",0.419108457491023,0.78662563637017,0.927371170740325,0.278362923120868,0.927371170740325,"Mid",-0.011516906416062,-0.0346939567820013,0.588465096236785,-0.634675959434848,-0.634675959434848,"Sides",-0.430625363907085,-0.821319593152171,-0.33890607450354,-0.913038882555716,-0.913038882555716,"Sides"
"PF3D7_1479800",0.346112876913773,-0.448755146755166,-0.515503275137461,0.412861005296068,-0.515503275137461,"Mid",0.803200009465395,-0.277293426889869,0.0721569756874824,0.453749606888043,0.803200009465395,"Left",0.457087132551622,0.171461719865297,0.587660250824944,0.0408886015919753,0.587660250824944,"Mid"
"PF3D7_1479900",0.891191754083169,-0.019461108645082,0.0886601840486167,0.78307046138947,0.891191754083169,"Left",0.558234409741325,0.963902766343274,0.864247803848579,0.65788937223602,0.963902766343274,"Right",-0.332957344341844,0.983363874988356,0.775587619799963,-0.12518108915345,0.983363874988356,"Right"
"PF3D7_1480000",1.15705080720403,0.729930881444802,0.659316474768833,1.22766521388,1.22766521388,"Sides",0.756754464800951,0.675377194097734,0.780268850003309,0.651862808895376,0.780268850003309,"Mid",-0.400296342403075,-0.0545536873470677,0.120952375234476,-0.575802404984619,-0.575802404984619,"Sides"
"PF3D7_1480100",3.00265564277329,1.19390030066318,1.98815413238705,2.20840181104942,3.00265564277329,"Left",2.86379654066228,1.36180987561311,2.4327607069557,1.7928457093197,2.86379654066228,"Left",-0.13885910211101,0.167909574949935,0.444606574568649,-0.415556101729724,0.444606574568649,"Mid"
"PF3D7_API",0.0494232724903316,-0.801744598134025,-1.01236644172012,0.260045116076423,-1.01236644172012,"Mid",0.440694785108929,0.0179948865036113,0.0124122382499557,0.446277433362585,0.446277433362585,"Sides",0.391271512618598,0.819739484637636,1.02477867997007,0.186232317286162,1.02477867997007,"Mid"
"PF3D7_API00100",-1.98474001549235,-1.90963565690853,-2.09546117147114,-1.79891450092975,-2.09546117147114,"Mid",-1.30120046111943,-1.90963565690853,-1.97451996409941,-1.23631615392855,-1.97451996409941,"Mid",0.683539554372925,0,0.120941207371728,0.562598347001197,0.683539554372925,"Left"
"PF3D7_API00200",-0.0784408565627598,-0.262239504614958,-0.506966743546198,0.166286382368481,-0.506966743546198,"Mid",0.15283671072705,0.509724688323953,0.170625552602562,0.491935846448443,0.509724688323953,"Right",0.23127756728981,0.771964192938911,0.67759229614876,0.325649464079961,0.771964192938911,"Right"
"PF3D7_API00300",0.0225130242815793,-0.0319046267699723,-0.487185818298058,0.477794215809667,-0.487185818298058,"Mid",0.0752592704755365,0.505038102219332,-0.0125744186640716,0.592871791358941,0.592871791358941,"Sides",0.0527462461939572,0.536942728989305,0.474611399633987,0.115077575549274,0.536942728989305,"Right"
"PF3D7_API00600",0.267303987598397,-0.297991820095665,-0.655108995880169,0.624421163382902,-0.655108995880169,"Mid",-0.0599887684273623,0.61572054727827,0.165003053077335,0.390728725773572,0.61572054727827,"Right",-0.32729275602576,0.913712367373935,0.820112048957504,-0.23369243760933,0.913712367373935,"Right"
"PF3D7_API00700",0.244927578330863,-0.280825574163617,-0.502982998704368,0.467085002871615,-0.502982998704368,"Mid",0.105297781063716,0.411578411011597,0.098273295168086,0.418602896907227,0.418602896907227,"Sides",-0.139629797267147,0.692403985175214,0.601256293872454,-0.0484821059643878,0.692403985175214,"Right"
"PF3D7_API00800",-0.0156367476019015,-1.08472761098253,-1.4197003790527,0.319336020468266,-1.4197003790527,"Mid",-0.0722712519031303,0.0642868159691154,-0.436834670532912,0.428850234598896,-0.436834670532912,"Mid",-0.0566345043012289,1.14901442695165,0.982865708519791,0.109514214130629,1.14901442695165,"Right"
"PF3D7_API00900",-0.428713997253138,-1.2278110160482,-1.59074593437539,-0.0657790789259508,-1.59074593437539,"Mid",0.0365153104122927,0.317178934760691,-0.325096528807246,0.678790773980229,0.678790773980229,"Sides",0.46522930766543,1.54498995080889,1.26564940556814,0.74456985290618,1.54498995080889,"Right"
"PF3D7_API01000",0.0830449522666577,-0.311610791402656,-0.59273648019331,0.364170641057312,-0.59273648019331,"Mid",-0.0319255940914553,0.259945374481384,0.0292067989019529,0.198812981487976,0.259945374481384,"Right",-0.114970546358113,0.571556165884041,0.621943279095263,-0.165357659569336,0.621943279095263,"Mid"
"PF3D7_API01100",0.662955597575398,-0.136369718756121,-0.109545343980593,0.636131222799869,0.662955597575398,"Left",0.503214260540608,0.514349064728583,0.59076469975427,0.42679862551492,0.59076469975427,"Mid",-0.159741337034791,0.650718783484703,0.700310043734862,-0.209332597284949,0.700310043734862,"Mid"
"PF3D7_API01200",0.148054340888782,-0.163700443738934,-0.0701024588883657,0.0544563560382133,-0.163700443738934,"Right",0.517216509405128,0.524568971776949,0.586177463151537,0.455608018030541,0.586177463151537,"Mid",0.369162168516346,0.688269415515884,0.656279922039902,0.401151661992328,0.688269415515884,"Right"
"PF3D7_API01500",0.580191212975593,0.266500557367303,0.510187428797553,0.336504341545342,0.580191212975593,"Left",0.925921176938887,0.514454047898889,0.861680198729755,0.578695026108021,0.925921176938887,"Left",0.345729963963294,0.247953490531587,0.351492769932202,0.24219068456268,0.351492769932202,"Mid"
"PF3D7_API01600",0.382543957944643,0.119491663698266,0.309194470421461,0.192841151221448,0.382543957944643,"Left",0.818592818976643,0.50472327450978,0.88408751779416,0.439228575692264,0.88408751779416,"Mid",0.436048861032,0.385231610811514,0.574893047372698,0.246387424470816,0.574893047372698,"Mid"
"PF3D7_API01800",0.296656577729543,-0.0109567741179182,0.168108882106914,0.117590921504711,0.296656577729543,"Left",0.492304596386453,0.3388143937199,0.625155488979402,0.205963501126951,0.625155488979402,"Mid",0.195648018656911,0.349771167837819,0.457046606872489,0.0883725796222406,0.457046606872489,"Mid"
"PF3D7_API02000",0.206197054970306,0.0142044309119872,0.285518670309115,-0.0651171844268218,0.285518670309115,"Mid",0.416688094062734,0.257877773818145,0.595460148488324,0.0791057193925553,0.595460148488324,"Mid",0.210491039092428,0.243673342906158,0.309941478179209,0.144222903819377,0.309941478179209,"Mid"
"PF3D7_API02300",0.367684811757036,0.029255830801708,0.27431155152958,0.122629091029164,0.367684811757036,"Left",0.718699854060786,0.349179134783627,0.813066388335477,0.254812600508936,0.813066388335477,"Mid",0.35101504230375,0.319923303981919,0.538754836805897,0.132183509479772,0.538754836805897,"Mid"
"PF3D7_API02700",0.383366538952478,-0.0615316229888558,0.292953590215037,0.0288813257485862,0.383366538952478,"Left",0.723200382508066,0.375087485832367,0.804482842821912,0.293805025518522,0.804482842821912,"Mid",0.339833843555588,0.436619108821223,0.511529252606875,0.264923699769936,0.511529252606875,"Mid"
"PF3D7_API02800",0.421758602612218,0.0227911417653043,0.17184882346793,0.272700920909592,0.421758602612218,"Left",0.712127566318065,0.303343463631266,0.695027552570645,0.320443477378685,0.712127566318065,"Left",0.290368963705847,0.280552321865962,0.523178729102715,0.047742556469093,0.523178729102715,"Mid"
"PF3D7_API02900",0.455248549249322,-0.14637921100286,-0.136259700836566,0.445129039083028,0.455248549249322,"Left",0.539170435472872,0.317130766197119,0.441108251880181,0.41519294978981,0.539170435472872,"Left",0.0839218862235498,0.463509977199979,0.577367952716747,-0.0299360892932182,0.577367952716747,"Mid"
"PF3D7_API03100",0.632087492935276,-0.163061026162311,-0.220052274161726,0.689078740934692,0.689078740934692,"Sides",0.880993919956308,0.590167502029571,0.842616492931365,0.628544929054513,0.880993919956308,"Left",0.248906427021032,0.753228528191881,1.06266876709309,-0.0605338118801789,1.06266876709309,"Mid"
"PF3D7_API03200",0.456506526105598,0.0287815544990189,0.0675147162245238,0.417773364380094,0.456506526105598,"Left",0.376693040151738,0.0947869434788553,0.390795934875207,0.0806840487553872,0.390795934875207,"Mid",-0.0798134859538604,0.0660053889798365,0.323281218650683,-0.337089315624707,-0.337089315624707,"Sides"
"PF3D7_API03300",0.015046544016063,0.243855278595007,0.178108126976818,0.080793695634251,0.243855278595007,"Right",0.344300582546212,0.295617998744822,0.424308138466682,0.215610442824353,0.424308138466682,"Mid",0.329254038530149,0.0517627201498157,0.246200011489864,0.134816747190102,0.329254038530149,"Left"
"PF3D7_API03400",-0.0504732679003836,-1.26663870071356,-1.50322502561062,0.186113056996675,-1.50322502561062,"Mid",0.269313440007825,-0.343246811443815,-0.345526138256565,0.271592766820575,-0.345526138256565,"Mid",0.319786707908209,0.923391889269742,1.15769888735405,0.0854797098238998,1.15769888735405,"Mid"
"PF3D7_API03600",0.680291590805348,0.00188485740746035,0.0882107538297989,0.593965694383009,0.680291590805348,"Left",0.746518400585237,0.410961991208845,0.640674279873798,0.516806111920284,0.746518400585237,"Left",0.0662268097798894,0.409077133801385,0.552463526044,-0.0771595824627255,0.552463526044,"Mid"
"PF3D7_API03700",0.390038525908131,0.0730362932505161,0.0343752494813983,0.42869956967725,0.42869956967725,"Sides",0.180731204503796,0.288445978420646,0.387517074622025,0.0816601083024175,0.387517074622025,"Mid",-0.209307321404336,0.215409685170129,0.353141825140627,-0.347039461374832,0.353141825140627,"Mid"
